Candidate_ID,Name,Applied_Role,Years_Exp,Expected_Salary,Gender,Resume_Content
1069,Daniel Evans,People Analyst,11,945034,Male,"Candidate specializing in People Analyst. Expert in Attrition Analysis, HRIS. This until reveal it tonight accept something save."
1070,Maria Johnson,Data Analyst,13,776958,Female,"Candidate specializing in Data Analyst. Expert in Python, Tableau. Protect maintain peace meet collection experience sometimes."
1071,Timothy Griffith,Data Analyst,1,557244,Female,"Candidate specializing in Data Analyst. Expert in SQL, Statistics. Expert cost rock probably car on hit."
1072,Amy Romero,HR Operations,5,446548,Non-Binary,"Candidate specializing in HR Operations. Expert in Process Mapping, VBA. Enjoy vote late often return college."
1073,Susan Garcia,People Analyst,6,1125285,Male,"Candidate specializing in People Analyst. Expert in HRIS, Predictive Modeling. Catch scene one ground."
1074,Keith Johnson,Data Analyst,2,1668483,Male,"Candidate specializing in Data Analyst. Expert in Statistics, SQL. Detail practice make so director we be head."
1075,Courtney King,HR Generalist,7,919812,Non-Binary,"Candidate specializing in HR Generalist. Expert in Payroll, Compliance. Father gun world evening friend else."
1076,Bethany Murray,People Analyst,4,442051,Female,"Candidate specializing in People Analyst. Expert in Predictive Modeling, Workforce Planning. Radio offer action gas."
1077,Cody Dodson,Data Analyst,14,1253788,Female,"Candidate specializing in Data Analyst. Expert in Statistics, Python. Kind least some must crime many like."
1078,John Snyder,People Analyst,15,1848634,Non-Binary,"Candidate specializing in People Analyst. Expert in Attrition Analysis, HRIS. Go something billion."
1079,Sarah Bell,HR Operations,8,437191,Male,"Candidate specializing in HR Operations. Expert in SAP, VBA. Computer resource collection drive country."
1080,Tammy Cobb,HR Operations,4,1266818,Female,"Candidate specializing in HR Operations. Expert in SuccessFactors, SAP. Sound pull reflect control."
1081,Paige Johnson,HR Operations,5,1755040,Female,"Candidate specializing in HR Operations. Expert in Process Mapping, SAP. Check go doctor majority eye break require."
1082,Bill Bowers,People Analyst,10,770265,Male,"Candidate specializing in People Analyst. Expert in Workforce Planning, Predictive Modeling. Look bill technology important."
1083,Jeffery Nelson,People Analyst,9,1142823,Non-Binary,"Candidate specializing in People Analyst. Expert in Attrition Analysis, Workforce Planning. Debate talk surface general draw."
1084,Lawrence Evans,HR Generalist,4,1234824,Non-Binary,"Candidate specializing in HR Generalist. Expert in Compliance, Employee Engagement. Quickly at since fall probably open."
1085,Andrea Martinez,HR Generalist,10,1363182,Female,"Candidate specializing in HR Generalist. Expert in Compliance, Payroll. Physical expect force drive."
1086,Jessica Phillips,Data Analyst,5,1336751,Female,"Candidate specializing in Data Analyst. Expert in Python, SQL. Out hope western black system inside require."
1087,Michael Jarvis,People Analyst,11,1069306,Female,"Candidate specializing in People Analyst. Expert in HRIS, Workforce Planning. What task scientist nature eye itself."
1088,Joshua Graves,HR Generalist,12,1030240,Male,"Candidate specializing in HR Generalist. Expert in Payroll, Employee Engagement. Mission money whole detail able show."
1089,Tyrone Farmer,People Analyst,10,1941372,Male,"Candidate specializing in People Analyst. Expert in HRIS, Attrition Analysis. Home play learn suffer."
1090,Karen Green,HR Generalist,9,1170207,Male,"Candidate specializing in HR Generalist. Expert in Employee Engagement, Onboarding. Me ground important education."
1091,Jennifer Price,Data Analyst,11,1427761,Non-Binary,"Candidate specializing in Data Analyst. Expert in Statistics, Power BI. Budget where box."
1092,Jessica Hunt,HR Generalist,10,748512,Male,"Candidate specializing in HR Generalist. Expert in Compliance, Employee Engagement. Camera father join."
1093,Dean Santos,HR Operations,4,707115,Female,"Candidate specializing in HR Operations. Expert in SuccessFactors, SAP. South a ask ever the bring."
1094,Rodney Bass,People Analyst,15,1409419,Female,"Candidate specializing in People Analyst. Expert in Attrition Analysis, HRIS. Ask new billion change design."
1095,Ruben Miller,Data Analyst,1,1126378,Male,"Candidate specializing in Data Analyst. Expert in Statistics, Tableau. Center improve effect avoid."
1096,Adriana Adams,Data Analyst,7,931313,Male,"Candidate specializing in Data Analyst. Expert in Python, SQL. Home third dog list here small easy."
1097,James Gibson,People Analyst,10,1959716,Male,"Candidate specializing in People Analyst. Expert in Predictive Modeling, Workforce Planning. Still color also side deep add media."
1098,Mark Kent,People Analyst,7,1516043,Male,"Candidate specializing in People Analyst. Expert in Attrition Analysis, HRIS. Stage mind company."
1099,Justin Banks,HR Generalist,6,1468145,Non-Binary,"Candidate specializing in HR Generalist. Expert in Onboarding, Employee Engagement. Prepare again improve four fact."
1100,Juan Mathews,HR Operations,4,1625870,Female,"Candidate specializing in HR Operations. Expert in SAP, SuccessFactors. Table space stage share go family."
1101,James Diaz,Data Analyst,1,655266,Male,"Candidate specializing in Data Analyst. Expert in SQL, Python. Your benefit share see few."
1102,Rachel Reyes,HR Generalist,5,1216151,Non-Binary,"Candidate specializing in HR Generalist. Expert in Onboarding, Compliance. Apply firm age."
1103,Tyler Delacruz,HR Generalist,13,1141339,Male,"Candidate specializing in HR Generalist. Expert in Compliance, Employee Engagement. Three simple way."
1104,Jeffery James,People Analyst,3,557884,Male,"Candidate specializing in People Analyst. Expert in Predictive Modeling, Workforce Planning. Suffer point young factor inside."
1105,Michael Morrison,Data Analyst,10,1979593,Male,"Candidate specializing in Data Analyst. Expert in Tableau, Power BI. Total direction management look walk entire."
1106,Jonathan Baldwin,People Analyst,4,1281814,Female,"Candidate specializing in People Analyst. Expert in Predictive Modeling, Attrition Analysis. Six make beyond civil turn."
1107,Steven Kelley,Data Analyst,14,1353269,Female,"Candidate specializing in Data Analyst. Expert in Python, Tableau. Than mother entire authority per high student."
1108,Joseph Patterson,HR Operations,11,1143890,Male,"Candidate specializing in HR Operations. Expert in SAP, SuccessFactors. Police college fund should season under former."
1109,Anthony Mcgee,HR Operations,9,527317,Female,"Candidate specializing in HR Operations. Expert in VBA, Process Mapping. Quite now reflect feel artist operation remember."
1110,Brenda Garcia,Data Analyst,13,1518270,Male,"Candidate specializing in Data Analyst. Expert in Python, Statistics. Under sing drop happen eye just fast."
1111,Justin Aguilar,HR Generalist,5,1087961,Non-Binary,"Candidate specializing in HR Generalist. Expert in Payroll, Employee Engagement. Congress south security how near each."
1112,Alexandra Mcdowell,HR Operations,12,629546,Non-Binary,"Candidate specializing in HR Operations. Expert in VBA, SAP. Worker simply author camera."
1113,Kyle Golden,HR Generalist,13,1241881,Female,"Candidate specializing in HR Generalist. Expert in Onboarding, Employee Engagement. It me shake Mr."
1114,Laura Jefferson,Data Analyst,8,927769,Non-Binary,"Candidate specializing in Data Analyst. Expert in Tableau, SQL. Choose tree country agreement full practice."
1115,David White,Data Analyst,11,692494,Male,"Candidate specializing in Data Analyst. Expert in SQL, Power BI. Forward part stay camera I fly."
1116,Isaiah Anderson,HR Generalist,9,532478,Non-Binary,"Candidate specializing in HR Generalist. Expert in Employee Engagement, Onboarding. Continue possible radio what specific rock whether."
1117,Mr. Charles Brown,Data Analyst,6,1033783,Male,"Candidate specializing in Data Analyst. Expert in Statistics, Tableau. Through camera small."
1118,Adam Yang,People Analyst,1,1559295,Female,"Candidate specializing in People Analyst. Expert in Attrition Analysis, Predictive Modeling. Life accept near."
1119,Lindsay Freeman,HR Operations,11,505826,Female,"Candidate specializing in HR Operations. Expert in Process Mapping, VBA. Must particularly gun agree site cover."
1120,Jeffrey Powell,HR Generalist,4,1516999,Female,"Candidate specializing in HR Generalist. Expert in Compliance, Onboarding. Family leave purpose environmental."
1121,Matthew Sanders,HR Operations,6,1138822,Male,"Candidate specializing in HR Operations. Expert in Process Mapping, SAP. Message scene line amount according."
1122,Patricia Thomas,People Analyst,5,1777249,Male,"Candidate specializing in People Analyst. Expert in Attrition Analysis, Predictive Modeling. Church trade stuff civil."
1123,Nancy Woodard,People Analyst,0,887077,Male,"Candidate specializing in People Analyst. Expert in Attrition Analysis, HRIS. Successful tree claim before see."
1124,Tiffany Graves,HR Generalist,9,1417550,Male,"Candidate specializing in HR Generalist. Expert in Onboarding, Payroll. Become Congress long difficult place live artist history."
1125,Kelly Carpenter,HR Operations,3,902095,Male,"Candidate specializing in HR Operations. Expert in Process Mapping, VBA. Example industry claim life manage suggest."
1126,Jack Simmons,Data Analyst,1,1910957,Female,"Candidate specializing in Data Analyst. Expert in Tableau, SQL. Market student see provide agent clear."
1127,Gregory Ford,HR Generalist,0,1540933,Female,"Candidate specializing in HR Generalist. Expert in Compliance, Payroll. Agency yeah increase special service true seek."
1128,Sarah Gates,HR Operations,14,1868558,Male,"Candidate specializing in HR Operations. Expert in SAP, VBA. Suggest issue beat thing attention good action."
1129,Dorothy Krueger,HR Generalist,3,1871785,Female,"Candidate specializing in HR Generalist. Expert in Payroll, Onboarding. Line though ok total."
1130,Heather Campos,HR Generalist,5,731386,Non-Binary,"Candidate specializing in HR Generalist. Expert in Payroll, Employee Engagement. Drive word these wrong."
1131,Chad Jones,Data Analyst,12,501260,Non-Binary,"Candidate specializing in Data Analyst. Expert in SQL, Tableau. Daughter film black rest recent however evidence."
1132,Edward Morris,HR Operations,1,1968511,Female,"Candidate specializing in HR Operations. Expert in SAP, VBA. Center several able pretty side election natural."
1133,Yvette Martin,Data Analyst,7,1227930,Non-Binary,"Candidate specializing in Data Analyst. Expert in Power BI, Python. Election shoulder model back and adult."
1134,Henry Graves,HR Generalist,7,1449217,Female,"Candidate specializing in HR Generalist. Expert in Payroll, Compliance. Project spend building hear age place room."
1135,Patricia Baker,People Analyst,15,1518274,Female,"Candidate specializing in People Analyst. Expert in Predictive Modeling, HRIS. Right challenge effect play."
1136,Mary Maddox,HR Operations,2,575692,Male,"Candidate specializing in HR Operations. Expert in SAP, SuccessFactors. Case wife quickly think."
1137,Jeffery Watson,HR Generalist,9,1006655,Female,"Candidate specializing in HR Generalist. Expert in Compliance, Employee Engagement. Feeling research dog trial hope someone check."
1138,Anthony King,People Analyst,8,1905770,Non-Binary,"Candidate specializing in People Analyst. Expert in HRIS, Workforce Planning. Difficult education structure small."
1139,Heather Adams,People Analyst,2,1702580,Female,"Candidate specializing in People Analyst. Expert in HRIS, Attrition Analysis. Story new its effect place."
1140,Kelly Newton MD,HR Generalist,1,1069134,Female,"Candidate specializing in HR Generalist. Expert in Compliance, Onboarding. Partner choose culture network."
1141,Amy Cruz,HR Generalist,7,1305883,Non-Binary,"Candidate specializing in HR Generalist. Expert in Payroll, Compliance. Stop specific despite reality money approach."
1142,Nicole Calderon,People Analyst,14,1196983,Male,"Candidate specializing in People Analyst. Expert in Attrition Analysis, HRIS. Herself soldier good defense."
1143,Mark Burnett,Data Analyst,14,1990382,Female,"Candidate specializing in Data Analyst. Expert in Tableau, Statistics. Off anything specific provide them speak."
1144,Matthew Sullivan,HR Operations,13,889034,Female,"Candidate specializing in HR Operations. Expert in SuccessFactors, VBA. Many drive special."
1145,Jordan Bowen MD,Data Analyst,6,629246,Male,"Candidate specializing in Data Analyst. Expert in Python, SQL. Professional development tax Republican."
1146,Anna Haynes,Data Analyst,12,601853,Female,"Candidate specializing in Data Analyst. Expert in SQL, Python. Small respond standard exist trip remember thousand."
1147,Tammy Flynn,People Analyst,2,1042856,Male,"Candidate specializing in People Analyst. Expert in Predictive Modeling, Attrition Analysis. Back go quite book."
1148,Teresa Howard,Data Analyst,14,512048,Female,"Candidate specializing in Data Analyst. Expert in Statistics, Power BI. About government top system."
1149,Mrs. Mary Smith,HR Operations,13,440882,Male,"Candidate specializing in HR Operations. Expert in SAP, SuccessFactors. Prevent analysis nature age."
1150,Jason Johnson,HR Operations,9,830891,Male,"Candidate specializing in HR Operations. Expert in SuccessFactors, VBA. Spend several morning front she."
1151,Ashley Henderson,HR Generalist,11,1134136,Male,"Candidate specializing in HR Generalist. Expert in Compliance, Employee Engagement. Question have television sure government."
1152,Christopher Pena,People Analyst,2,1885082,Female,"Candidate specializing in People Analyst. Expert in Predictive Modeling, Attrition Analysis. Future energy single old mind."
1153,Sheila Hodge,Data Analyst,2,1219939,Male,"Candidate specializing in Data Analyst. Expert in Tableau, Statistics. Gas argue sense ago discussion."
1154,Mario Bass,People Analyst,7,931454,Non-Binary,"Candidate specializing in People Analyst. Expert in Workforce Planning, HRIS. Floor forward star central apply."
1155,Kenneth Alvarado,HR Operations,7,1821885,Female,"Candidate specializing in HR Operations. Expert in VBA, SAP. Ground itself actually economic toward."
1156,Tim Collins,Data Analyst,1,623739,Female,"Candidate specializing in Data Analyst. Expert in Power BI, Python. More bed become care."
1157,Jacqueline Krueger,Data Analyst,3,1135362,Male,"Candidate specializing in Data Analyst. Expert in SQL, Power BI. Month strong shoulder agent society light without."
1158,Lisa Carpenter,Data Analyst,0,817922,Non-Binary,"Candidate specializing in Data Analyst. Expert in SQL, Power BI. Change even memory medical travel send reflect."
1159,Amy Boyd,People Analyst,4,947727,Female,"Candidate specializing in People Analyst. Expert in Attrition Analysis, HRIS. Go success of question of population again."
1160,Andrea Schmidt,HR Generalist,11,1182368,Non-Binary,"Candidate specializing in HR Generalist. Expert in Compliance, Payroll. Research determine southern feeling."
1161,Shaun Knapp,HR Operations,8,1554218,Female,"Candidate specializing in HR Operations. Expert in SuccessFactors, VBA. Natural establish stop pattern suffer blue street."
1162,Miss Vanessa Martin DVM,Data Analyst,2,1464057,Non-Binary,"Candidate specializing in Data Analyst. Expert in Python, Tableau. Suggest town for two fine around stop."
1163,Joseph Owen,Data Analyst,0,794469,Male,"Candidate specializing in Data Analyst. Expert in Python, Power BI. Great cause either."
1164,Justin Yoder,Data Analyst,7,860574,Non-Binary,"Candidate specializing in Data Analyst. Expert in Power BI, Tableau. Knowledge ok Mr decade."
1165,Chelsea Wright,HR Generalist,11,1249330,Male,"Candidate specializing in HR Generalist. Expert in Employee Engagement, Compliance. Right century like front project reality above."
1166,Heather Cox,HR Operations,10,1731807,Female,"Candidate specializing in HR Operations. Expert in SAP, SuccessFactors. Seek usually benefit road early born position learn."
1167,Timothy Crane,People Analyst,9,1807328,Non-Binary,"Candidate specializing in People Analyst. Expert in Workforce Planning, Attrition Analysis. Conference themselves book authority."
1168,Robert Jackson,People Analyst,4,1276133,Male,"Candidate specializing in People Analyst. Expert in Workforce Planning, Attrition Analysis. Them need note shake report book."
1169,Joshua Baxter,HR Generalist,12,793319,Non-Binary,"Candidate specializing in HR Generalist. Expert in Employee Engagement, Compliance. Buy kind least."
1170,Aaron Brown,HR Generalist,2,1561016,Non-Binary,"Candidate specializing in HR Generalist. Expert in Payroll, Onboarding. Data pressure movement because."
1171,Dale Nelson,Data Analyst,13,1019176,Male,"Candidate specializing in Data Analyst. Expert in Power BI, Statistics. Hotel old by green mission box should."
1172,Jeremy Gardner DVM,Data Analyst,8,1198991,Female,"Candidate specializing in Data Analyst. Expert in Tableau, SQL. Husband interesting contain long."
1173,Lauren Reilly,Data Analyst,14,1965788,Non-Binary,"Candidate specializing in Data Analyst. Expert in Tableau, SQL. Game morning society I everyone beautiful."
1174,Amanda Clark,People Analyst,8,908842,Non-Binary,"Candidate specializing in People Analyst. Expert in HRIS, Workforce Planning. Mrs relationship green past here future left."
1175,Thomas Carter,HR Generalist,2,1868197,Non-Binary,"Candidate specializing in HR Generalist. Expert in Compliance, Employee Engagement. Someone military notice close teach certainly help."
1176,James Lowe,People Analyst,3,547181,Male,"Candidate specializing in People Analyst. Expert in Predictive Modeling, Workforce Planning. Usually white pressure box something office mention."
1177,Jennifer Waller,People Analyst,0,1818583,Non-Binary,"Candidate specializing in People Analyst. Expert in Predictive Modeling, Attrition Analysis. Learn a party."
1178,Amber Miller,Data Analyst,2,1139548,Male,"Candidate specializing in Data Analyst. Expert in SQL, Statistics. Doctor officer positive use next send project."
1179,Crystal Obrien,People Analyst,9,1940056,Male,"Candidate specializing in People Analyst. Expert in Attrition Analysis, Predictive Modeling. Nor budget save."
1180,Eric Simmons,HR Operations,7,738838,Non-Binary,"Candidate specializing in HR Operations. Expert in VBA, Process Mapping. Traditional reduce professor article authority."
1181,Debra Lawrence,HR Generalist,5,1929637,Non-Binary,"Candidate specializing in HR Generalist. Expert in Onboarding, Payroll. Alone should organization tough just table through answer."
1182,Olivia Manning,HR Operations,9,788349,Female,"Candidate specializing in HR Operations. Expert in VBA, SuccessFactors. Section full lay."
1183,Desiree Huber,People Analyst,11,1746110,Female,"Candidate specializing in People Analyst. Expert in Attrition Analysis, Predictive Modeling. Population style let seek."
1184,Richard Turner,Data Analyst,8,1015699,Female,"Candidate specializing in Data Analyst. Expert in Power BI, Python. Apply Congress news example during admit."
1185,Katherine Hernandez,HR Generalist,0,1960057,Male,"Candidate specializing in HR Generalist. Expert in Compliance, Payroll. Boy truth notice effect him sea them stop."
1186,Mr. Victor Beck MD,Data Analyst,1,478786,Male,"Candidate specializing in Data Analyst. Expert in Python, SQL. Really social want local education big."
1187,Timothy Hart,Data Analyst,8,1800278,Non-Binary,"Candidate specializing in Data Analyst. Expert in Statistics, SQL. Agent out simple understand."
1188,Kyle Long,Data Analyst,14,1736211,Female,"Candidate specializing in Data Analyst. Expert in SQL, Statistics. Attention page account."
1189,Kyle Shepherd,HR Generalist,13,1821988,Male,"Candidate specializing in HR Generalist. Expert in Onboarding, Compliance. Process term have ready capital piece example."
1190,Paul Jones,People Analyst,13,558213,Male,"Candidate specializing in People Analyst. Expert in Attrition Analysis, Workforce Planning. Person week prove month eat evidence."
1191,Joseph Alvarez,People Analyst,14,558961,Female,"Candidate specializing in People Analyst. Expert in Predictive Modeling, Attrition Analysis. Fact treatment film condition."
1192,Carrie Hunt,HR Generalist,6,1474463,Non-Binary,"Candidate specializing in HR Generalist. Expert in Compliance, Onboarding. National between clearly."
1193,Heather Cameron DDS,Data Analyst,10,1900349,Male,"Candidate specializing in Data Analyst. Expert in SQL, Python. Particular fast information play generation."
1194,Jennifer Mosley,People Analyst,14,1126886,Non-Binary,"Candidate specializing in People Analyst. Expert in HRIS, Workforce Planning. Voice black alone effect role."
1195,Mr. Thomas Smith,Data Analyst,15,1390117,Male,"Candidate specializing in Data Analyst. Expert in Tableau, Statistics. Reach speech job like."
